Time (s),Fᵧ (N),rᵧ (m),vᵧ (m/s),aᵧ (m/s²)
0.009999999776482582,-0.004330373834818602,0,0,0
0.019999999552965164,-0.0036628926172852516,0,0,0
0.029999999329447746,-0.0026029387954622507,0,0,0
0.03999999910593033,-0.00035255245165899396,0,0,0
0.05000000074505806,-0.0003525523643475026,0,0,0
0.05999999865889549,-0.0003525523643475026,0,0,0
0.07000000029802322,-0.0003525523643475026,0,0,0
0.07999999821186066,-0.001104815280996263,0,0,0
0.09000000357627869,-0.0018536483403295279,0,0,0
0.10000000149011612,-0.0018536483403295279,0,0,0
0.10999999940395355,-0.001851133187301457,0,0,0
0.11999999731779099,-0.00035255245165899396,0,0,0
0.12999999523162842,-0.0003525523643475026,0,0,0
0.14000000059604645,-0.0003525523643475026,0,0,0
0.15000000596046448,-0.0003525523643475026,0,0,0
0.1599999964237213,-0.0011066443985328078,0,0,0
0.17000000178813934,-0.0018536483403295279,0,0,0
0.18000000715255737,-0.0018536483403295279,0,0,0
0.1899999976158142,-0.0010988704161718488,0,0,0
0.20000000298023224,-0.0003525524225551635,0,0,0
0.20999999344348907,0.0004026829556096345,0,0,0
0.2199999988079071,0.00114854343701154,0,0,0
0.23000000417232513,0.0011432843748480082,0,0,0
0.23999999463558197,0.0004033688746858388,0,0,0
0.25,0.0011428272118791938,0,0,0
0.25999999046325684,-0.0003525523643475026,0,0,0
0.27000001072883606,-0.00035255233524367213,0,0,0
0.2800000011920929,-0.0003589546540752053,0,0,0
0.28999999165534973,-0.001853648223914206,0,0,0
0.30000001192092896,-0.0018536483403295279,0,0,0
0.3100000023841858,-0.0018536483403295279,0,0,0
0.3199999928474426,-0.0018536483403295279,0,0,0
0.33000001311302185,-0.0018536483403295279,0,0,0
0.3400000035762787,-0.0010954405879601836,0,0,0
0.3499999940395355,-0.00035255239345133305,0,0,0
0.36000001430511475,-0.00035255233524367213,0,0,0
0.3700000047683716,-0.00035255233524367213,0,0,0
0.3799999952316284,-0.00036124116741120815,0,0,0
0.38999998569488525,-0.0010942973894998431,0,0,0
0.4000000059604645,0.00040702722617425025,0,0,0
0.4099999964237213,0.00114854343701154,0,0,0
0.41999998688697815,0.00114854343701154,0,0,0
0.4300000071525574,0.0011387112317606807,0,0,0
0.4399999976158142,-0.0003525524225551635,0,0,0
0.44999998807907104,-0.00035255245165899396,0,0,0
0.46000000834465027,0.00041891715954989195,0,0,0
0.4699999988079071,0.0026603860314935446,0,0,0
0.47999998927116394,0.004150735214352608,0,0,0
0.49000000953674316,0.0034003015607595444,0,0,0
0.5,0.004150735680013895,0,0,0
0.5099999904632568,0.0033886402379721403,0,0,0
0.5199999809265137,0.0026615289971232414,0,0,0
0.5299999713897705,0.004913287237286568,0,0,0
0.5400000214576721,0.00566417770460248,0,0,0
0.550000011920929,0.006402492988854647,0,0,0
0.5600000023841858,0.00790336076170206,0,0,0
0.5699999928474426,0.006376427132636309,0,0,0
0.5799999833106995,0.004137473646551371,0,0,0
0.5899999737739563,0.0018857150571420789,0,0,0
0.6000000238418579,0.0003706715360749513,0,0,0
0.6100000143051147,-0.0018536483403295279,0,0,0
0.6200000047683716,-0.001853648223914206,0,0,0
0.6299999952316284,-0.0018680533394217491,0,0,0
0.6399999856948853,-0.004119811579585075,0,0,0
0.6499999761581421,-0.004855840001255274,0,0,0
0.6600000262260437,-0.004855840001255274,0,0,0
0.6700000166893005,-0.004855840001255274,0,0,0
0.6800000071525574,-0.004074309952557087,0,0,0
0.6899999976158142,-0.0018536483403295279,0,0,0
0.699999988079071,-0.0018536483403295279,0,0,0
0.7099999785423279,-0.0018536483403295279,0,0,0
0.7200000286102295,-0.0018536483403295279,0,0,0
0.7300000190734863,-0.0018536483403295279,0,0,0
0.7400000095367432,-0.0018536483403295279,0,0,0
0.75,-0.0018536483403295279,0,0,0
0.7599999904632568,-0.0018536483403295279,0,0,0
0.7699999809265137,-0.0018360422691330314,0,0,0
0.7799999713897705,-0.00035255245165899396,0,0,0
0.7900000214576721,-0.0003525523643475026,0,0,0
0.800000011920929,-0.00035255233524367213,0,0,0
0.8100000023841858,-0.0003525523643475026,0,0,0
0.8199999928474426,-0.0011217354331165552,0,0,0
0.8299999833106995,-0.0018346701981499791,0,0,0
0.8399999737739563,-0.00035255245165899396,0,0,0
0.8500000238418579,-0.0003525523643475026,0,0,0
0.8600000143051147,-0.00035255233524367213,0,0,0
0.8700000047683716,-0.0003525523643475026,0,0,0
0.8799999952316284,-0.0011231073876842856,0,0,0
0.8899999856948853,-0.0018536483403295279,0,0,0
0.8999999761581421,-0.0018536483403295279,0,0,0
0.9100000262260437,-0.0018536483403295279,0,0,0
0.9200000166893005,-0.0018536483403295279,0,0,0
0.9300000071525574,-0.0018536483403295279,0,0,0
0.9399999976158142,-0.0018536483403295279,0,0,0
0.949999988079071,-0.0018536483403295279,0,0,0
0.9599999785423279,-0.0018536483403295279,0,0,0
0.9700000286102295,-0.0018536483403295279,0,0,0
0.9800000190734863,-0.0018536483403295279,0,0,0
0.9900000095367432,-0.0018536483403295279,0,0,0
1,-0.001853648223914206,0,0,0
1.0099999904632568,-0.0018536483403295279,0,0,0
1.0199999809265137,-0.0018536483403295279,0,0,0
1.0299999713897705,-0.0018536483403295279,0,0,0
1.0399999618530273,-0.0018536483403295279,0,0,0
1.0499999523162842,-0.001853648223914206,0,0,0
1.059999942779541,-0.0018536483403295279,0,0,0
1.0700000524520874,-0.0018536483403295279,0,0,0
1.0800000429153442,-0.0018536483403295279,0,0,0
1.090000033378601,-0.0018536483403295279,0,0,0
1.100000023841858,-0.0018536483403295279,0,0,0
1.1100000143051147,-0.0018536483403295279,0,0,0
1.1200000047683716,-0.0018536483403295279,0,0,0
1.1299999952316284,-0.0010515395551919937,0,0,0
1.1399999856948853,0.00114854343701154,0,0,0
1.149999976158142,0.0019252719357609749,0,0,0
1.159999966621399,0.003426596522331238,0,0,0
1.1699999570846558,0.004901168867945671,0,0,0
1.1799999475479126,0.004150735214352608,0,0,0
1.190000057220459,0.004123525694012642,0,0,0
1.2000000476837158,0.002622201107442379,0,0,0
1.2100000381469727,0.0011208764044567943,0,0,0
1.2200000286102295,0.00039788117283023894,0,0,0
