Time (s),Ax (m/s²),Ay (m/s²),Az (m/s²),Fᵧ (N)
0.11500000208616257,-0.01994478330016136,-9.65396499633789,0.07509138435125351,-1.9406217336654663
0.11999999731779099,-0.024322861805558205,-9.66053581237793,0.08235305547714233,-1.9427756071090698
0.125,-0.03130774572491646,-9.658936500549316,0.0913502499461174,-1.9411990642547607
0.12999999523162842,-0.02970368042588234,-9.662033081054688,0.08769107609987259,-1.9386801719665527
0.13500000536441803,-0.027475422248244286,-9.669550895690918,0.0764073058962822,-1.9405879974365234
0.14000000059604645,-0.020899182185530663,-9.679354667663574,0.07366359978914261,-1.941335678100586
0.14499999582767487,-0.026183774694800377,-9.680876731872559,0.08419346064329147,-1.941608190536499
0.15000000596046448,-0.025335442274808884,-9.676078796386719,0.09504634886980057,-1.9412860870361328
0.1550000011920929,-0.027130944654345512,-9.658846855163574,0.10024479776620865,-1.939687967300415
0.1599999964237213,-0.031408555805683136,-9.659296989440918,0.09295441210269928,-1.938306212425232
0.16500000655651093,-0.019192151725292206,-9.653627395629883,0.08272868394851685,-1.9391673803329468
0.17000000178813934,-0.018164388835430145,-9.657615661621094,0.09082861244678497,-1.9412859678268433
0.17499999701976776,-0.020754387602210045,-9.655088424682617,0.09325524419546127,-1.9416580200195312
0.18000000715255737,-0.021122639998793602,-9.655414581298828,0.09334162622690201,-1.9412859678268433
0.1850000023841858,-0.015451398678123951,-9.655295372009277,0.0827653780579567,-1.9416579008102417
0.1899999976158142,-0.0046989209949970245,-9.634927749633789,0.0662747249007225,-1.940102458000183
0.19499999284744263,0.00478923786431551,-9.628337860107422,0.05971870571374893,-1.940237283706665
0.20000000298023224,0.005776344332844019,-9.635581970214844,0.04872735217213631,-1.9421007633209229
0.20499999821186066,0.004496354144066572,-9.626371383666992,0.037353891879320145,-1.943147897720337
0.20999999344348907,0.012071588076651096,-9.615277290344238,0.029227500781416893,-1.9416598081588745
0.2150000035762787,0.018175892531871796,-9.61229133605957,0.014376349747180939,-1.9424036741256714
0.2199999988079071,0.019026869907975197,-9.600569725036621,0.004598025232553482,-1.9427757263183594
0.22499999403953552,0.02194250002503395,-9.59329605102539,-0.003870696295052767,-1.941580057144165
0.23000000417232513,0.02652658522129059,-9.58839225769043,-0.024931401014328003,-1.9400883913040161
0.23499999940395355,0.02551468461751938,-9.5923433303833,-0.025591671466827393,-1.941078782081604
0.23999999463558197,0.03153051808476448,-9.608219146728516,-0.012590368278324604,-1.9436900615692139
0.24500000476837158,0.03742090240120888,-9.610483169555664,-0.01379430666565895,-1.9458423852920532
0.25,0.04459654167294502,-9.598711013793945,-0.026269571855664253,-1.9456685781478882
0.2549999952316284,0.04831041395664215,-9.608336448669434,-0.02978440187871456,-1.9466803073883057
0.25999999046325684,0.05128619447350502,-9.630765914916992,-0.024268047884106636,-1.9501277208328247
0.26499998569488525,0.05958014354109764,-9.646035194396973,-0.011743538081645966,-1.9519944190979004
0.27000001072883606,0.06191064789891243,-9.660726547241211,0.006253044120967388,-1.9517146348953247
0.2750000059604645,0.05993136018514633,-9.663848876953125,0.006837909109890461,-1.9520866870880127
0.2800000011920929,0.06249277666211128,-9.659400939941406,0.004730831366032362,-1.9518139362335205
0.2849999964237213,0.05318761244416237,-9.669432640075684,0.01448291726410389,-1.9533056020736694
0.28999999165534973,0.035748280584812164,-9.69064712524414,0.020653339102864265,-1.9546942710876465
0.29499998688697815,0.018152005970478058,-9.688393592834473,0.01595190353691578,-1.9535783529281616
0.30000001192092896,0.014580766670405865,-9.691178321838379,0.019959088414907455,-1.9546942710876465
0.3050000071525574,0.02093740925192833,-9.713225364685059,0.035507574677467346,-1.9543222188949585
0.3100000023841858,0.012347816489636898,-9.743306159973145,0.04381446912884712,-1.9535783529281616
0.3149999976158142,0.005554059986025095,-9.769189834594727,0.04461374878883362,-1.9572616815567017
0.3199999928474426,0.010291609913110733,-9.777681350708008,0.03869946300983429,-1.9619632959365845
0.32499998807907104,0.004968329332768917,-9.798450469970703,0.04774831607937813,-1.9667282104492188
0.33000001311302185,0.00377763994038105,-9.820302963256836,0.06934407353401184,-1.9682198762893677
0.33500000834465027,0.014315403066575527,-9.830840110778809,0.07304050773382187,-1.9692206382751465
0.3400000035762787,0.010548228397965431,-9.839507102966309,0.07473506778478622,-1.9697130918502808
0.3449999988079071,-0.011024713516235352,-9.848551750183105,0.0884975790977478,-1.970215916633606
0.3499999940395355,-0.024592315778136253,-9.863155364990234,0.11367439478635788,-1.9704607725143433
0.35499998927116394,-0.02767166495323181,-9.873273849487305,0.11614760756492615,-1.9703383445739746
0.36000001430511475,-0.029279138892889023,-9.891134262084961,0.11317490041255951,-1.971582055091858
0.36500000953674316,-0.02771122008562088,-9.901917457580566,0.11310127377510071,-1.9743191003799438
0.3700000047683716,-0.023564361035823822,-9.896800994873047,0.11279662698507309,-1.9765582084655762
0.375,-0.02502533793449402,-9.900521278381348,0.09624827653169632,-1.9786643981933594
0.3799999952316284,-0.021940534934401512,-9.913519859313965,0.08531083166599274,-1.979142427444458
0.38499999046325684,-0.016427185386419296,-9.926851272583008,0.07652075588703156,-1.9780229330062866
0.38999998569488525,-0.01263472344726324,-9.927760124206543,0.07665193825960159,-1.9785727262496948
0.39500001072883606,-0.010124446824193,-9.935763359069824,0.0765240266919136,-1.982675552368164
0.4000000059604645,-0.008860924281179905,-9.93540096282959,0.06389538943767548,-1.9864946603775024
0.4050000011920929,-0.011589283123612404,-9.919055938720703,0.04375631734728813,-1.9867265224456787
0.4099999964237213,-0.014345125295221806,-9.91274642944336,0.02703644521534443,-1.9885056018829346
0.41499999165534973,-0.016095612198114395,-9.916193008422852,0.027308112010359764,-1.98970627784729
0.41999998688697815,-0.015748409554362297,-9.914189338684082,0.02749711461365223,-1.9891852140426636
0.42500001192092896,-0.015548874624073505,-9.915780067443848,0.026896048337221146,-1.9900059700012207
0.4300000071525574,-0.00574882747605443,-9.927938461303711,0.031726304441690445,-1.9937331676483154
0.4350000023841858,0.012095626443624496,-9.9337739944458,0.029484502971172333,-1.994919776916504
0.4399999976158142,0.030356787145137787,-9.920904159545898,0.0157465860247612,-1.9943915605545044
0.4449999928474426,0.03975583240389824,-9.912131309509277,-0.0015258981147781014,-1.993587613105774
0.44999998807907104,0.026049155741930008,-9.9056978225708,-0.013342284597456455,-1.9943879842758179
0.45500001311302185,0.0176163949072361,-9.903178215026855,-0.025149986147880554,-1.9934297800064087
0.46000000834465027,0.027086347341537476,-9.910152435302734,-0.04432705044746399,-1.9923137426376343
0.4650000035762787,0.03448332101106644,-9.9231595993042,-0.045650746673345566,-1.9943387508392334
0.4699999988079071,0.03782409429550171,-9.934818267822266,-0.037414222955703735,-1.9959970712661743
0.4749999940395355,0.03718601539731026,-9.936136245727539,-0.019300585612654686,-1.9975273609161377
0.47999998927116394,0.0349528007209301,-9.931558609008789,-0.006905536167323589,-1.9984415769577026
0.48500001430511475,0.03945057466626167,-9.927549362182617,-0.010969143360853195,-1.9997332096099854
0.49000000953674316,0.03506121411919594,-9.933793067932129,-0.019025085493922234,-2.001624584197998
0.4950000047683716,0.03312648460268974,-9.943573951721191,-0.01976286806166172,-2.0014491081237793
0.5,0.04205594211816788,-9.954166412353516,0.001215363503433764,-2.002898931503296
0.5049999952316284,0.04376096650958061,-9.96049976348877,0.015868565067648888,-2.007373809814453
0.5099999904632568,0.039375245571136475,-9.966907501220703,0.015279377810657024,-2.0094456672668457
0.5149999856948853,0.04582762345671654,-9.976758003234863,0.022720910608768463,-2.009445905685425
0.5199999809265137,0.04631110653281212,-9.98856258392334,0.03098863735795021,-2.0098178386688232
0.5249999761581421,0.04496494680643082,-9.987696647644043,0.04176869988441467,-2.0085155963897705
0.5299999713897705,0.04888702556490898,-9.988042831420898,0.058460451662540436,-2.008143901824951
0.5350000262260437,0.03913763165473938,-10.00759220123291,0.07020887732505798,-2.010007619857788
0.5400000214576721,0.03479785472154617,-10.02650260925293,0.0812971368432045,-2.010744094848633
0.5450000166893005,0.03248552605509758,-10.044355392456055,0.09519535303115845,-2.009639024734497
0.550000011920929,0.02434852346777916,-10.039629936218262,0.0868019238114357,-2.0099964141845703
0.5550000071525574,0.008708098903298378,-10.025189399719238,0.08632862567901611,-2.011502742767334
0.5600000023841858,-0.0032547537703067064,-10.023195266723633,0.09573014825582504,-2.011307716369629
0.5649999976158142,-0.006160274147987366,-10.029272079467773,0.09955602884292603,-2.012051582336426
0.5699999928474426,-0.00483345752581954,-10.032063484191895,0.09681961685419083,-2.0118818283081055
0.574999988079071,-0.00102335459087044,-10.036234855651855,0.10154014825820923,-2.012221574783325
0.5799999833106995,0.005913114175200462,-10.04649543762207,0.09743260592222214,-2.0103578567504883
0.5849999785423279,0.003527494613081217,-10.042197227478027,0.1029166653752327,-2.006591320037842
0.5899999737739563,-0.0018661579815670848,-10.033079147338867,0.10005815327167511,-2.0053484439849854
0.5950000286102295,-0.004865748342126608,-10.023521423339844,0.08226843178272247,-2.006303310394287
0.6000000238418579,-0.0029777688905596733,-10.01701831817627,0.06307821720838547,-2.0077948570251465
0.6050000190734863,0.0029198082629591227,-10.013625144958496,0.051044292747974396,-2.009286642074585
0.6100000143051147,0.003905021119862795,-10.01993179321289,0.042391419410705566,-2.008857488632202
0.6150000095367432,-0.007742839865386486,-10.01800537109375,0.04086447134613991,-2.007737874984741
0.6200000047683716,-0.017060158774256706,-10.006824493408203,0.031743597239255905,-2.008021831512451
0.625,-0.002570676151663065,-9.98776912689209,0.0250548068434,-2.0078864097595215
0.6299999952316284,0.018779149278998375,-9.978748321533203,0.015098681673407555,-2.0062427520751953
0.6349999904632568,0.02110208012163639,-9.987714767456055,0.002784188138321042,-2.0036349296569824
0.6399999856948853,0.013099162839353085,-9.973163604736328,-0.017987750470638275,-2.0046026706695557
0.6449999809265137,0.008872617036104202,-9.940415382385254,-0.03672775253653526,-2.001912832260132
0.6499999761581421,0.011902906931936741,-9.917366981506348,-0.03982984274625778,-1.9971221685409546
0.6549999713897705,0.01929643750190735,-9.904330253601074,-0.03287111222743988,-1.9934297800064087
0.6600000262260437,0.021945754066109657,-9.902429580688477,-0.030273564159870148,-1.9934297800064087
0.6650000214576721,0.025512753054499626,-9.896119117736816,-0.025581635534763336,-1.9934298992156982
0.6700000166893005,0.033936090767383575,-9.8848295211792,-0.020369911566376686,-1.9934297800064087
0.675000011920929,0.037978775799274445,-9.876188278198242,-0.043117813766002655,-1.9934297800064087
0.6800000071525574,0.029781127348542213,-9.863177299499512,-0.052498362958431244,-1.9936710596084595
0.6850000023841858,0.02846960537135601,-9.860827445983887,-0.04501495137810707,-1.9949196577072144
0.6899999976158142,0.03696335107088089,-9.852684020996094,-0.04192007705569267,-1.994919776916504
0.6949999928474426,0.035805635154247284,-9.840874671936035,-0.029403988271951675,-1.99293851852417
0.699999988079071,0.04219895973801613,-9.836252212524414,-0.023445725440979004,-1.9905755519866943
0.7049999833106995,0.05227913334965706,-9.841837882995605,-0.022060003131628036,-1.990700364112854
0.7099999785423279,0.05336042121052742,-9.844571113586426,-0.0027084460016340017,-1.992311954498291
0.7149999737739563,0.04618183150887489,-9.839227676391602,0.015338469296693802,-1.9899446964263916
0.7200000286102295,0.04591185227036476,-9.833680152893066,0.016111774370074272,-1.9872169494628906
0.7250000238418579,0.05013661831617355,-9.825089454650879,0.017114002257585526,-1.9873557090759277
0.7300000190734863,0.04838241636753082,-9.823832511901855,0.033684562891721725,-1.9872134923934937
0.7350000143051147,0.048357509076595306,-9.820788383483887,0.05665304884314537,-1.9875818490982056
0.7400000095367432,0.037906814366579056,-9.819864273071289,0.05942298844456673,-1.985980749130249
0.7450000047683716,0.028084617108106613,-9.802862167358398,0.0649225041270256,-1.9832202196121216
0.75,0.029317177832126617,-9.795804977416992,0.08303546160459518,-1.9816190004348755
0.7549999952316284,0.03514214977622032,-9.800871849060059,0.08010819554328918,-1.9815113544464111
0.7599999904632568,0.041136786341667175,-9.807653427124023,0.08006647974252701,-1.9790093898773193
0.7649999856948853,0.0383019745349884,-9.802911758422852,0.0944109559059143,-1.9779906272888184
0.7699999809265137,0.03193363919854164,-9.791230201721191,0.10863979905843735,-1.9766696691513062
0.7749999761581421,0.022571420297026634,-9.782248497009277,0.1218096986413002,-1.975003957748413
0.7799999713897705,0.017227360978722572,-9.770170211791992,0.10502961277961731,-1.9730414152145386
0.7850000262260437,0.021825790405273438,-9.760685920715332,0.0894988626241684,-1.9718282222747803
0.7900000214576721,0.026303883641958237,-9.762642860412598,0.07103525847196579,-1.971920132637024
0.7950000166893005,0.02394464984536171,-9.760801315307617,0.07090959697961807,-1.9700562953948975
0.800000011920929,0.023302024230360985,-9.750341415405273,0.08032449334859848,-1.9675370454788208
0.8050000071525574,0.023975348100066185,-9.745139122009277,0.082952119410038,-1.9638962745666504
0.8100000023841858,0.017851248383522034,-9.737226486206055,0.06046826019883156,-1.9610273838043213
0.8149999976158142,0.004578839987516403,-9.722174644470215,0.04536867514252663,-1.9613994359970093
0.8199999928474426,0.00402706628665328,-9.724464416503906,0.04115932807326317,-1.960445761680603
0.824999988079071,0.006383804138749838,-9.713797569274902,0.040901947766542435,-1.9573830366134644
0.8299999833106995,-0.0018356464570388198,-9.676822662353516,0.03396904841065407,-1.959301233291626
0.8349999785423279,-0.0031375933904200792,-9.649590492248535,0.023769449442625046,-1.9610272645950317
0.8399999737739563,0.004096340853720903,-9.649833679199219,0.013738746754825115,-1.9590173959732056
0.8450000286102295,0.0019952005241066217,-9.646137237548828,0.007444876711815596,-1.9573019742965698
0.8500000238418579,-0.0034717386588454247,-9.631250381469727,-0.0054284692741930485,-1.95625638961792
0.8550000190734863,-0.0017294634599238634,-9.620996475219727,-0.01693759299814701,-1.9534142017364502
0.8600000143051147,0.00034877436701208353,-9.624589920043945,-0.02195362001657486,-1.9510375261306763
0.8650000095367432,-0.0005327542312443256,-9.621809005737305,-0.0279447790235281,-1.9484299421310425
0.8700000047683716,0.0016841086326166987,-9.615062713623047,-0.043535590171813965,-1.9473105669021606
0.875,-0.0027319765649735928,-9.606756210327148,-0.03933568298816681,-1.9465012550354004
0.8799999952316284,-0.0069216894917190075,-9.597867965698242,-0.03433265537023544,-1.945817232131958
0.8849999904632568,-0.011404247023165226,-9.590307235717773,-0.04391228035092354,-1.9443254470825195
0.8899999856948853,-0.004977835807949305,-9.593395233154297,-0.051663149148225784,-1.9442092180252075
0.8949999809265137,0.004757705144584179,-9.58962631225586,-0.044654011726379395,-1.9457553625106812
0.8999999761581421,0.011768294498324394,-9.584803581237793,-0.03812557831406593,-1.9461275339126587
0.9049999713897705,0.01694037951529026,-9.582982063293457,-0.02991202287375927,-1.9468203783035278
0.9100000262260437,0.01618434302508831,-9.581598281860352,-0.03002622164785862,-1.9465012550354004
0.9150000214576721,0.015462597832083702,-9.583020210266113,-0.02831323631107807,-1.94510817527771
0.9200000166893005,0.020691432058811188,-9.585639953613281,-0.013564743101596832,-1.9435672760009766
0.925000011920929,0.013824956491589546,-9.59000301361084,0.006070054601877928,-1.9409598112106323
0.9300000071525574,0.0022276302333921194,-9.595585823059082,0.017989588901400566,-1.9416158199310303
0.9350000023841858,0.007138858549296856,-9.596966743469238,0.021833932027220726,-1.9431073665618896
0.9399999976158142,0.023174678906798363,-9.596656799316406,0.020359421148896217,-1.942816138267517
0.9449999928474426,0.023720700293779373,-9.591340065002441,0.028553960844874382,-1.943446159362793
0.949999988079071,0.009901212528347969,-9.596490859985352,0.038043443113565445,-1.9453834295272827
0.9549999833106995,0.007026543375104666,-9.602046966552734,0.052864521741867065,-1.9447060823440552
0.9599999785423279,0.012362048961222172,-9.61030101776123,0.07198625057935715,-1.9406068325042725
0.9649999737739563,0.015742499381303787,-9.631936073303223,0.08498198539018631,-1.9397962093353271
0.9700000286102295,0.020968908444046974,-9.637249946594238,0.08348507434129715,-1.9397962093353271
0.9750000238418579,0.021651962772011757,-9.622949600219727,0.08253788203001022,-1.940142035484314
0.9800000190734863,0.022204190492630005,-9.629636764526367,0.08957865834236145,-1.9412858486175537
0.9850000143051147,0.02113395743072033,-9.632281303405762,0.10016543418169022,-1.942379355430603
0.9900000095367432,0.015820330008864403,-9.626354217529297,0.09043004363775253,-1.9416598081588745
0.9950000047683716,0.010472064837813377,-9.626486778259277,0.09317179769277573,-1.942050814628601
1,0.014521789737045765,-9.631976127624512,0.09938717633485794,-1.9412860870361328
1.0049999952316284,0.010740001685917377,-9.635257720947266,0.10175817459821701,-1.942742943763733
1.0099999904632568,0.007331994362175465,-9.645254135131836,0.09191647171974182,-1.9457261562347412
1.0149999856948853,0.01566326804459095,-9.657734870910645,0.0808623731136322,-1.9468733072280884
1.0199999809265137,0.013835476711392403,-9.659034729003906,0.07456933706998825,-1.9479789733886719
1.024999976158142,0.010048732161521912,-9.651323318481445,0.06886158138513565,-1.947991132736206
1.0299999713897705,0.015153247863054276,-9.645696640014648,0.055972736328840256,-1.9479975700378418
1.034999966621399,0.021848315373063087,-9.655219078063965,0.05164780095219612,-1.9472402334213257
1.0399999618530273,0.019405608996748924,-9.65994930267334,0.04327685385942459,-1.9476189613342285
1.0449999570846558,0.011331485584378242,-9.677000999450684,0.0353589802980423,-1.9505937099456787
1.0499999523162842,0.007989875972270966,-9.700915336608887,0.021671883761882782,-1.9505966901779175
1.0549999475479126,0.007895163260400295,-9.697738647460938,0.007779204752296209,-1.9517172574996948
1.059999942779541,0.006254528183490038,-9.697821617126465,-0.016214735805988312,-1.9547004699707031
1.065000057220459,0.004743433557450771,-9.691146850585938,-0.024252597242593765,-1.9554343223571777
1.0700000524520874,0.005781265441328287,-9.684205055236816,-0.02829909883439541,-1.9543222188949585
1.0750000476837158,-0.009438173845410347,-9.692460060119629,-0.030785351991653442,-1.9562010765075684
1.0800000429153442,-0.013677247799932957,-9.712202072143555,-0.04196774214506149,-1.9587899446487427
1.0850000381469727,-0.0010141179664060473,-9.71434211730957,-0.0485222302377224,-1.9580457210540771
1.090000033378601,0.009394258260726929,-9.72536849975586,-0.046777062118053436,-1.9569153785705566
1.0950000286102295,0.009934825822710991,-9.738022804260254,-0.047567810863256454,-1.9580605030059814
1.100000023841858,-0.0027297816704958677,-9.753960609436035,-0.0458940751850605,-1.9599605798721313
1.1050000190734863,-0.012129662558436394,-9.768346786499023,-0.038833554834127426,-1.9624955654144287
1.1100000143051147,-0.01526170689612627,-9.773999214172363,-0.032387521117925644,-1.9610038995742798
1.1150000095367432,-0.008541920222342014,-9.787847518920898,-0.017850808799266815,-1.9599312543869019
1.1200000047683716,-0.011760500259697437,-9.807308197021484,-0.0130618242546916,-1.9621920585632324
1.125,-0.015071182511746883,-9.810358047485352,-0.005688404198735952,-1.9651752710342407
1.1299999952316284,-0.005570039618760347,-9.817676544189453,-0.0014686861541122198,-1.9670138359069824
1.1349999904632568,-0.006229586899280548,-9.830509185791016,0.003916327841579914,-1.9692493677139282
1.1399999856948853,-0.0053862533532083035,-9.842122077941895,0.015699710696935654,-1.9707086086273193
1.1449999809265137,-0.006686079781502485,-9.851090431213379,0.033164504915475845,-1.9703706502914429
1.149999976158142,-0.00888916291296482,-9.856254577636719,0.040927544236183167,-1.9707103967666626
1.1549999713897705,-0.011900298297405243,-9.861563682556152,0.05645505338907242,-1.9726457595825195
1.159999966621399,-0.00423746882006526,-9.86833381652832,0.06748618185520172,-1.9768239259719849
1.1649999618530273,0.0007781257154420018,-9.872987747192383,0.07253153622150421,-1.981178641319275
1.1699999570846558,0.004629187751561403,-9.878640174865723,0.07472852617502213,-1.9814684391021729
1.1749999523162842,0.006163941230624914,-9.892873764038086,0.07303280383348465,-1.9800214767456055
1.1799999475479126,0.006602074485272169,-9.904403686523438,0.08037543296813965,-1.9804400205612183
1.184999942779541,-0.0002518704568501562,-9.909597396850586,0.08837355673313141,-1.9819315671920776
1.190000057220459,-0.000585524074267596,-9.920782089233398,0.10077936202287674,-1.9858055114746094
1.1950000524520874,0.009744870476424694,-9.934063911437988,0.10711653530597687,-1.9913480281829834
1.2000000476837158,0.012646454386413097,-9.944632530212402,0.10492059588432312,-1.9937481880187988
1.2050000429153442,0.008999278768897057,-9.94140625,0.09282641857862473,-1.9919401407241821
1.2100000381469727,0.01468933466821909,-9.936482429504395,0.08273661881685257,-1.992369294166565
1.215000033378601,0.019727036356925964,-9.933277130126953,0.08525843918323517,-1.9934297800064087
1.2200000286102295,0.01892731338739395,-9.93851375579834,0.08209040760993958,-1.9946067333221436
1.225000023841858,0.012678971514105797,-9.948351860046387,0.06906083226203918,-1.9949196577072144
1.2300000190734863,0.016569705680012703,-9.946934700012207,0.06662537157535553,-1.99411141872406
1.2350000143051147,0.02062605507671833,-9.946742057800293,0.0687122642993927,-1.9950499534606934
1.2400000095367432,0.02399151213467121,-9.951217651367188,0.07573876529932022,-1.9984050989151
1.2450000047683716,0.031039314344525337,-9.952223777770996,0.06305291503667831,-1.9989476203918457
1.25,0.031240474432706833,-9.949516296386719,0.04519970342516899,-1.9978280067443848
1.2549999952316284,0.03162935748696327,-9.952101707458496,0.02520148456096649,-1.9964094161987305
1.2599999904632568,0.026605777442455292,-9.953099250793457,0.01336878351867199,-1.9972283840179443
1.2649999856948853,0.026491494849324226,-9.946690559387207,0.0003323331184219569,-1.999617338180542
1.2699999809265137,0.036605354398489,-9.958374977111816,-0.011201074346899986,-2.0019965171813965
1.274999976158142,0.03057865798473358,-9.96135425567627,-0.015995509922504425,-2.003192901611328
1.2799999713897705,0.02057548053562641,-9.955484390258789,-0.021142804995179176,-2.004312515258789
1.284999966621399,0.017846250906586647,-9.955038070678711,-0.021608471870422363,-2.004976272583008
1.2899999618530273,0.020964819937944412,-9.954951286315918,-0.02438991516828537,-2.0048909187316895
1.2949999570846558,0.0219260323792696,-9.950488090515137,-0.030262434855103493,-2.004230499267578
1.2999999523162842,0.01759829930961132,-9.961427688598633,-0.036755453795194626,-2.0039474964141846
1.3049999475479126,0.017213277518749237,-9.987298011779785,-0.03282074257731438,-2.0045132637023926
1.309999942779541,0.018654264509677887,-9.996195793151855,-0.020742805674672127,-2.0050671100616455
1.315000057220459,0.013648740947246552,-9.994677543640137,-0.01592085510492325,-2.005720376968384
1.3200000524520874,0.006535564083606005,-10.001520156860352,-0.007227382622659206,-2.004976272583008
1.3250000476837158,-0.003198576858267188,-10.00741958618164,-0.006802314426749945,-2.0045063495635986
1.3300000429153442,-0.006869524717330933,-10.012613296508789,-0.01325203012675047,-2.005446434020996
1.3350000381469727,-0.0006527923978865147,-10.022876739501953,-0.00980693195015192,-2.005720376968384
1.340000033378601,-0.0006867106421850622,-10.034248352050781,0.0047951857559382915,-2.0053484439849854
1.3450000286102295,-0.004417128395289183,-10.034900665283203,0.0269005224108696,-2.0053482055664062
1.350000023841858,-0.006843556649982929,-10.028629302978516,0.03965252637863159,-2.006571054458618
1.3550000190734863,-0.00857950933277607,-10.031922340393066,0.04816244915127754,-2.006838083267212
1.3600000143051147,-0.008242827840149403,-10.041223526000977,0.06560855358839035,-2.006838083267212
1.3650000095367432,0.0028015116695314646,-10.043245315551758,0.07014504820108414,-2.008662700653076
1.3700000047683716,0.009563923813402653,-10.045251846313477,0.07210605591535568,-2.013023614883423
1.375,0.0031465215142816305,-10.046630859375,0.06774608790874481,-2.015031337738037
1.3799999952316284,-0.0019314958481118083,-10.04899787902832,0.06466872990131378,-2.01330828666687
1.3849999904632568,-0.00854911282658577,-10.048173904418945,0.08223475515842438,-2.012051582336426
1.3899999856948853,-0.013249260373413563,-10.04409122467041,0.09145154803991318,-2.0116796493530273
1.3949999809265137,-0.009904813021421432,-10.035579681396484,0.09631925076246262,-2.012051582336426
1.399999976158142,-0.006784048397094011,-10.03477668762207,0.09897777438163757,-2.0116796493530273
1.4049999713897705,-0.0058684502728283405,-10.034344673156738,0.1016647219657898,-2.0114269256591797
1.409999966621399,-0.0015866743633523583,-10.031609535217285,0.11918503791093826,-2.0070838928222656
1.4149999618530273,0.008671226911246777,-10.023785591125488,0.11350566148757935,-2.0058345794677734
1.4199999570846558,0.02154812589287758,-10.012367248535156,0.0969519317150116,-2.0054781436920166
1.4249999523162842,0.020279869437217712,-10.005382537841797,0.09547576308250427,-2.0053482055664062
1.4299999475479126,0.017685972154140472,-9.987201690673828,0.10034617781639099,-2.005584955215454
1.434999942779541,0.02509002573788166,-9.977094650268555,0.0855424627661705,-2.0038585662841797
1.440000057220459,0.024674074724316597,-9.966290473937988,0.07281128317117691,-2.004230260848999
1.4450000524520874,0.025647476315498352,-9.948426246643066,0.061413418501615524,-2.004089832305908
1.4500000476837158,0.04881547391414642,-9.925431251525879,0.043629296123981476,-2.000082015991211
1.4550000429153442,0.057398635894060135,-9.90598201751709,0.029477588832378387,-1.9986435174942017
1.4600000381469727,0.0614241361618042,-9.901294708251953,0.02836085855960846,-1.9982714653015137
1.465000033378601,0.0553007498383522,-9.899356842041016,0.03096950426697731,-1.9968600273132324
1.4700000286102295,0.0448044016957283,-9.879768371582031,0.024255378171801567,-1.9947704076766968
1.475000023841858,0.046179141849279404,-9.856962203979492,0.0027443431317806244,-1.9932787418365479
1.4800000190734863,0.05647115781903267,-9.850342750549316,-0.014137993566691875,-1.9919400215148926
1.4850000143051147,0.06469575315713882,-9.851861000061035,-0.015663813799619675,-1.9919401407241821
1.4900000095367432,0.06474632769823074,-9.841713905334473,-0.02237478271126747,-1.9932124614715576
1.4950000047683716,0.05739280581474304,-9.836174011230469,-0.03559839352965355,-1.9932715892791748
1.5,0.0516369566321373,-9.832465171813965,-0.03641928732395172,-1.9903438091278076
1.5049999952316284,0.053097404539585114,-9.821239471435547,-0.04066111147403717,-1.9864028692245483
